18.076,50.8421,51.2231
19.6821,60.4582,50.9088
21.419,49.8809,46.8592
25.4884,46.0057,50.9947
16.4579,52.4439,47.1932
20.7485,52.1657,46.8167
18.8973,54.4951,45.1641
17.4589,50.396,49.4079
13.1473,45.7105,46.8457
19.9956,47.7358,50.4446
19.7982,50.1106,48.1459
22.7878,53.1094,50.6307
21.2441,51.0155,49.7817
22.971,54.2507,51.9974
17.0724,52.7843,46.7148
15.2441,56.2196,48.3763
20.6185,53.915,52.0326
17.9443,49.02,52.7547
18.8741,53.2918,49.8748
22.9952,53.937,53.6996
18.4284,50.3757,51.2058
14.3112,51.9486,49.0439
25.6504,52.0327,51.9556
20.9977,53.0549,50.7493
13.4091,51.1114,51.8555
15.1601,49.5503,53.4565
21.0313,46.5127,47.1746
21.9225,51.6043,49.646
22.5463,48.5873,49.8128
19.5893,47.3125,48.9694
22.4872,51.9463,48.9456
21.0155,50.0391,50.8179
19.7966,46.4159,50.5036
15.7378,49.587,50.3862
13.8807,47.5944,55.9948
22.2895,48.2013,55.515
22.7388,51.3737,50.3194
20.147,51.7756,48.1461
16.9917,46.4694,49.7356
14.8323,51.9203,46.3451
21.0318,47.1259,52.0636
23.879,49.8741,50.4541
23.1511,48.0086,49.0934
22.0067,50.827,49.6821
18.0243,49.6983,53.6227
20.3568,48.2171,50.053
20.8972,47.9836,47.1528
14.1075,51.4222,43.5044
23.1609,47.0378,53.4419
20.6797,52.029,45.1436
22.9482,48.7814,44.3693
16.8309,46.6358,51.1183
21.0178,46.6771,48.8851
25.8546,55.7019,47.0922
20.978,55.0328,49.4929
20.1806,51.2545,52.1005
19.6411,48.4988,48.2803
21.1912,47.7443,52.2772
21.1558,47.354,44.3543
18.639,52.635,49.0445
14.7341,46.1872,42.4663
21.0667,51.4869,48.3633
19.9873,53.3231,53.5652
24.6437,49.3028,48.3892
23.0324,52.4217,50.9316
25.7802,53.6276,46.604
24.2084,46.8879,42.4007
18.7273,50.6529,47.2169
19.7353,52.683,50.9044
18.081,45.5231,53.0245
20.8977,53.3453,52.7582
22.7031,50.2161,46.823
16.3697,51.6184,48.9654
14.6511,48.6109,45.257
18.9464,46.6897,52.863
17.807,50.018,47.6115
23.1239,49.1841,43.5324
18.4677,49.7548,46.9138
20.327,49.951,48.8388
14.7637,47.3621,49.4916
15.9123,54.1316,48.0258
17.9124,49.0221,44.8
18.9232,50.2554,51.1457
21.6331,51.5527,48.6152
20.0286,47.9803,54.3069
21.6289,52.9307,48.4166
18.2022,54.3691,57.5494
22.5202,55.087,49.2308
24.2276,48.26,50.976
17.3544,45.6214,49.6789
22.4269,50.4065,50.6708
21.219,51.904,50.3092
16.6451,45.4855,52.1025
17.2997,46.9325,47.494
20.8477,47.9548,51.3902
21.1369,47.0692,51.2355
20.5783,51.1078,53.9811
18.5004,53.6941,53.7309
16.0838,46.5466,48.9422
22.7949,52.1534,51.7054
27.7546,48.7469,51.541
15.9976,49.1623,51.5173
21.3206,49.6693,53.5246
19.0081,54.4849,50.935
25.7248,53.4759,53.5047
23.0163,49.6768,45.5671
21.0074,44.7625,46.4239
13.7968,54.2595,52.2713
17.6246,45.0063,48.6397
16.9643,52.9239,49.8878
23.7428,51.3966,49.1675
21.1208,50.7635,50.8774
21.2711,45.5069,50.5542
19.846,53.4471,47.5119
20.0064,53.3376,51.559
22.7901,51.2603,51.5416
20.0456,47.5522,47.405
16.4147,53.0661,51.5464
22.5358,45.8945,46.1658
21.8392,51.136,51.5007
29.0113,49.7369,48.9308
16.982,52.6724,58.2989
22.934,54.5635,54.0985
19.3496,52.5483,48.8956
14.9784,49.5267,49.5483
17.3838,49.8261,49.7419
22.5416,51.3437,53.9807
19.0485,50.729,44.8162
12.6223,51.8332,48.9889
18.7546,53.3652,45.2275
17.9984,51.1625,51.0193
15.6253,47.3462,51.5385
14.7062,48.2472,47.5892
20.261,47.3335,48.4074
22.0341,51.1955,52.8416
23.9284,50.9372,52.7708
21.8028,50.4111,52.9046
23.6824,53.5055,49.6092
13.4117,47.1157,51.474
17.717,49.0585,49.5624
17.6008,50.1588,48.9978
19.8532,48.9565,41.5111
25.5238,49.9793,57.0589
18.6993,50.0083,54.2366
16.0302,50.3806,52.0563
22.9252,49.9973,52.9514
22.98,43.3451,49.6862
17.3475,54.4616,48.3485
18.8915,50.0507,49.3077
17.3509,49.5876,49.5613
26.1405,49.7243,50.8724
19.6852,48.3143,53.665
24.4005,52.6128,57.1749
16.8026,50.6621,53.5295
14.798,48.4135,47.7455
16.4739,49.4711,52.6637
19.5279,46.2451,51.0825
22.5501,50.3609,49.1602
22.4344,53.7025,45.8957
16.4117,52.5437,50.4941
18.7447,47.4151,46.9507
15.9559,54.573,51.6555
26.0616,48.1222,50.8655
21.5173,51.7452,49.8154
15.5129,49.0171,42.9764
21.051,55.7126,48.9483
20.4079,50.9523,46.603
19.2431,52.4163,47.7578
